	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_4063	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4104	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4138	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4197	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4219	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4346	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4370	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4384	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4421	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4524	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4617	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4621	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4953	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_4996	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5077	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5135	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5146	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5160	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5183	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5204	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5217	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5241	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5244	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5318	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5333	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5351	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5410	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5428	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5465	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5492	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5623	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5683	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5692	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5725	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5789	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5828	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5830	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5834	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5841	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5865	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5871	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5889	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5911	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5916	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5925	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5979	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5981	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6063	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6185	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6224	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6227	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6286	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6320	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6345	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6434	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6446	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6453	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6458	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6465	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6471	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6503	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6652	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6671	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6737	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6779	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6789	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6833	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_6843	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7062	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7126	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7275	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7314	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7341	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7357	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7363	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7377	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7403	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7409	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7416	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7436	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7470	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7496	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7521	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7617	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7643	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7671	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7728	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7826	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7834	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7886	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7892	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_7931	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8011	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8124	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8245	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8266	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8377	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8406	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8572	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8584	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8589	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8616	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8693	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8727	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8751	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8752	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8815	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8834	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8906	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8962	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_8990	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9002	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9003	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9014	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9030	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9053	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9058	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9096	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9113	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9119	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9120	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9166	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9199	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9222	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9227	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9265	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9270	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9275	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9310	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9318	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9339	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_9359	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA	Gammaproteobacteria_NA
ASV_5961	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria_NA	Gracilibacteria_NA	Gracilibacteria_NA	Gracilibacteria_NA
ASV_6299	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria_NA	Gracilibacteria_NA	Gracilibacteria_NA	Gracilibacteria_NA
ASV_1671	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_NA	JG30-KF-CM66_NA	JG30-KF-CM66_NA	JG30-KF-CM66_NA
ASV_4609	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_NA	JG30-KF-CM66_NA	JG30-KF-CM66_NA	JG30-KF-CM66_NA
ASV_7349	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_NA	JG30-KF-CM66_NA	JG30-KF-CM66_NA	JG30-KF-CM66_NA
ASV_2706	Bacteria	Chloroflexi	KD4-96	KD4-96_NA	KD4-96_NA	KD4-96_NA	KD4-96_NA
ASV_232	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA
ASV_516	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA
ASV_1619	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA
ASV_3571	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA	Lentisphaeria_NA
ASV_6017	Bacteria	Elusimicrobiota	Lineage IIa	Lineage IIa_NA	Lineage IIa_NA	Lineage IIa_NA	Lineage IIa_NA
ASV_5382	Bacteria	Elusimicrobiota	Lineage IIb	Lineage IIb_NA	Lineage IIb_NA	Lineage IIb_NA	Lineage IIb_NA
ASV_7050	Bacteria	Elusimicrobiota	Lineage IIb	Lineage IIb_NA	Lineage IIb_NA	Lineage IIb_NA	Lineage IIb_NA
ASV_4701	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108_NA	MB-A2-108_NA	MB-A2-108_NA	MB-A2-108_NA
ASV_5345	Bacteria	Acidobacteriota	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA
ASV_6011	Bacteria	Acidobacteriota	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA
ASV_6569	Bacteria	Acidobacteriota	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA	Acidobacteriota_NA
ASV_5051	Bacteria	Actinobacteriota	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA
ASV_6021	Bacteria	Actinobacteriota	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA
ASV_7253	Bacteria	Actinobacteriota	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA	Actinobacteriota_NA
ASV_3632	Bacteria	AncK6	AncK6_NA	AncK6_NA	AncK6_NA	AncK6_NA	AncK6_NA
ASV_5662	Bacteria	Bacteroidota	Bacteroidota_NA	Bacteroidota_NA	Bacteroidota_NA	Bacteroidota_NA	Bacteroidota_NA
ASV_6795	Bacteria	Bacteroidota	Bacteroidota_NA	Bacteroidota_NA	Bacteroidota_NA	Bacteroidota_NA	Bacteroidota_NA
ASV_4152	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_4172	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_4190	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_4400	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_4403	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
ASV_4420	Bacteria	Desulfobacterota	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA	Desulfobacterota_NA
